record_type,position,block_token,check,observed,expected,pass,status,tag_id,er,surface,repeat_count,within_peak_index_variance,within_amplitude_variance,missing_peak_frequency,between_condition_peak_index_variance,between_condition_amplitude_variance,within_to_between_index_variance_ratio,within_to_between_amplitude_variance_ratio
validation_summary,ALL,SUMMARY,all_preregistered_peak_validity_gates,"{""descriptor_dimension"":12,""deterministic"":true,""global_missing_frequency"":0.11700396825396825,""median_within_to_between_amplitude_variance_ratio"":1.0028535449077387e-05,""median_within_to_between_index_variance_ratio"":0.0,""status"":""PEAK_DESCRIPTOR_NOT_VALIDATED"",""synthetic_controls_pass"":true,""uses_labels"":false,""uses_test_informed_windows"":false}","{""maximum_global_missing_frequency"":0.05,""maximum_median_within_to_between_amplitude_variance_ratio"":0.25,""maximum_median_within_to_between_index_variance_ratio"":0.25,""require_all_synthetic_controls"":true,""require_exact_repeat_determinism"":true}",False,PEAK_DESCRIPTOR_NOT_VALIDATED,,,,,,,,,,,
condition_block,P1,BLOCK-2825523bbf189840,repeat_stability,,,,,1,0,A1,50,0.036800000000000006,0.6139505423789674,0.27,318.0905405391786,27.629748863298186,0.00011569033124223767,0.022220634194562116
condition_block,P1,BLOCK-7b236b3a3ea38df3,repeat_stability,,,,,1,0,A2,50,49.09620000000004,0.05379251294966421,0.235,318.0905405391786,27.629748863298186,0.15434662067215088,0.001946905605831227
condition_block,P1,BLOCK-f1b3925eed2d442a,repeat_stability,,,,,1,0,A3,50,0.0,3.014356556180896e-06,0.0,318.0905405391786,27.629748863298186,0.0,1.0909822492758878e-07
condition_block,P1,BLOCK-a210832939b5a8fb,repeat_stability,,,,,1,1,A1,50,15.312600000000003,0.3825247835131829,0.485,318.0905405391786,27.629748863298186,0.04813912408097524,0.013844671024907775
condition_block,P1,BLOCK-df76ab464a03bc2e,repeat_stability,,,,,1,1,A2,50,0.0,9.882503303428087e-06,0.0,318.0905405391786,27.629748863298186,0.0,3.576761899763574e-07
condition_block,P1,BLOCK-84bb5161a05bc393,repeat_stability,,,,,1,1,A3,50,0.03989999999999999,0.06785425437981599,0.0,318.0905405391786,27.629748863298186,0.0001254359841457957,0.002455840431830699
condition_block,P1,BLOCK-5b551154547c4017,repeat_stability,,,,,1,2,A1,50,0.0,9.087207663561905e-06,0.25,318.0905405391786,27.629748863298186,0.0,3.288921556443404e-07
condition_block,P1,BLOCK-b6a915f5e7d1e114,repeat_stability,,,,,1,2,A2,50,21.212099999999996,0.00030030705887522174,0.25,318.0905405391786,27.629748863298186,0.06668573030824644,1.0868975333834208e-05
condition_block,P1,BLOCK-53aff3f1935e0b45,repeat_stability,,,,,1,2,A3,50,0.0,2.9003087949315812e-05,0.0,318.0905405391786,27.629748863298186,0.0,1.0497050875421418e-06
condition_block,P1,BLOCK-95a6b5725b5b2792,repeat_stability,,,,,2,0,A1,50,0.3696000000000001,0.5715635730361461,0.0,318.0905405391786,27.629748863298186,0.0011619333268242133,0.020686527983443934
condition_block,P1,BLOCK-fd5febce5f31bbd1,repeat_stability,,,,,2,0,A2,50,0.018399999999999993,0.00607740447607824,0.25,318.0905405391786,27.629748863298186,5.784516562111881e-05,0.00021995873021311187
condition_block,P1,BLOCK-ba21e289bb8e24df,repeat_stability,,,,,2,0,A3,50,0.0,2.9433320460286987e-05,0.0,318.0905405391786,27.629748863298186,0.0,1.0652764383025054e-06
condition_block,P1,BLOCK-29595bd9dbd711f8,repeat_stability,,,,,2,1,A1,50,2.7776999999999994,0.12018240076589369,0.0,318.0905405391786,27.629748863298186,0.008732419377488138,0.004349746404157052
condition_block,P1,BLOCK-bd5dfff97d855a1d,repeat_stability,,,,,2,1,A2,50,0.0,0.00011176061631007001,0.0,318.0905405391786,27.629748863298186,0.0,4.044937826363184e-06
condition_block,P1,BLOCK-66c76ab3061ab56c,repeat_stability,,,,,2,1,A3,50,0.0,2.8653270725995195e-05,0.0,318.0905405391786,27.629748863298186,0.0,1.0370441970993302e-06
condition_block,P1,BLOCK-5b5a4ae7d220a081,repeat_stability,,,,,2,2,A1,50,0.0,1.3455054232007718e-05,0.25,318.0905405391786,27.629748863298186,0.0,4.869770731025594e-07
condition_block,P1,BLOCK-ed93dc9b7f7d8c23,repeat_stability,,,,,2,2,A2,50,0.06370000000000002,0.002185593810698712,0.0,318.0905405391786,27.629748863298186,0.00020025744837311253,7.910291988219744e-05
condition_block,P1,BLOCK-e8a3ef00310055ed,repeat_stability,,,,,2,2,A3,50,0.0,6.591383420616436e-06,0.25,318.0905405391786,27.629748863298186,0.0,2.385611050331356e-07
condition_block,P1,BLOCK-0d263f8455b9e6e1,repeat_stability,,,,,3,0,A1,50,0.0,4.56327494087588e-06,0.0,318.0905405391786,27.629748863298186,0.0,1.6515803178137022e-07
condition_block,P1,BLOCK-2e3300107cb4569a,repeat_stability,,,,,3,0,A2,50,0.056400000000000006,0.13933350806170888,0.25,318.0905405391786,27.629748863298186,0.00017730800766473383,0.00504288000412453
condition_block,P1,BLOCK-c7f1a4c78fbecd52,repeat_stability,,,,,3,0,A3,50,0.29440000000000005,0.012051060714681198,0.25,318.0905405391786,27.629748863298186,0.0009255226499379014,0.0004361625136118828
condition_block,P1,BLOCK-1e494e301fc98fc7,repeat_stability,,,,,3,1,A1,50,0.0,9.137540066534944e-06,0.0,318.0905405391786,27.629748863298186,0.0,3.307138299281736e-07
condition_block,P1,BLOCK-7a8e479323b884c1,repeat_stability,,,,,3,1,A2,50,0.07050000000000003,0.028450949833846037,0.25,318.0905405391786,27.629748863298186,0.00022163500958091736,0.001029721622683248
condition_block,P1,BLOCK-2f3a3bbdac800702,repeat_stability,,,,,3,1,A3,50,0.0,0.01146861878795755,0.0,318.0905405391786,27.629748863298186,0.0,0.0004150822667516831
condition_block,P1,BLOCK-3b332170c7da8b29,repeat_stability,,,,,3,2,A1,50,0.0,1.4356792552863781e-06,0.0,318.0905405391786,27.629748863298186,0.0,5.19613573901663e-08
condition_block,P1,BLOCK-cb02c17a69aa12bf,repeat_stability,,,,,3,2,A2,50,0.1104,0.0066701750159353194,0.0,318.0905405391786,27.629748863298186,0.00034707099372671295,0.0002414127992598444
condition_block,P1,BLOCK-7dfa257fa7d6b8b9,repeat_stability,,,,,3,2,A3,50,0.0,1.7612670497044235e-05,0.0,318.0905405391786,27.629748863298186,0.0,6.374531518250578e-07
condition_block,P1,BLOCK-4cd51a818715dc26,repeat_stability,,,,,4,0,A1,50,0.0,3.2794872491994486e-06,0.25,318.0905405391786,27.629748863298186,0.0,1.1869406650871649e-07
condition_block,P1,BLOCK-68b2bc7be6bd1e2e,repeat_stability,,,,,4,0,A2,50,0.0,4.5574939739851654e-06,0.25,318.0905405391786,27.629748863298186,0.0,1.649488019791264e-07
condition_block,P1,BLOCK-d8494c431d49153b,repeat_stability,,,,,4,0,A3,50,0.0,1.624933215203435e-05,0.0,318.0905405391786,27.629748863298186,0.0,5.881100198351443e-07
condition_block,P1,BLOCK-e80f2ec3b2c546e6,repeat_stability,,,,,4,1,A1,50,0.24009999999999995,0.0014601100135649655,0.0,318.0905405391786,27.629748863298186,0.0007548165361755776,5.284557672923673e-05
condition_block,P1,BLOCK-a07ca407e2615fa3,repeat_stability,,,,,4,1,A2,50,0.0,8.534727862777867e-05,0.0,318.0905405391786,27.629748863298186,0.0,3.088963242121582e-06
condition_block,P1,BLOCK-009dce14e77dadff,repeat_stability,,,,,4,1,A3,50,0.0,3.7051624816798135e-05,0.0,318.0905405391786,27.629748863298186,0.0,1.3410047626605627e-06
condition_block,P1,BLOCK-ac537239fdff73ba,repeat_stability,,,,,4,2,A1,50,15.798899999999996,0.4473395010022875,0.005,318.0905405391786,27.629748863298186,0.04966793408323337,0.016190501883153498
condition_block,P1,BLOCK-9bdb76c9bbfbea61,repeat_stability,,,,,4,2,A2,50,0.004899999999999999,0.1507638869298034,0.25,318.0905405391786,27.629748863298186,1.5404419105624032e-05,0.0054565782583014975
condition_block,P1,BLOCK-a8afdc9a4a480579,repeat_stability,,,,,4,2,A3,50,3.6799000000000004,0.031755755958237215,0.245,318.0905405391786,27.629748863298186,0.011568718748323652,0.0011493320520339506
condition_block,P1,BLOCK-f19c8eb0c0b1d306,repeat_stability,,,,,5,0,A1,50,2.397000000000001,0.8296833655490394,0.25,318.0905405391786,27.629748863298186,0.00753559032575119,0.030028624930831145
condition_block,P1,BLOCK-3e651e3730ca3abc,repeat_stability,,,,,5,0,A2,50,0.004900000000000004,0.06009253665128214,0.25,318.0905405391786,27.629748863298186,1.540441910562405e-05,0.002174921565469084
condition_block,P1,BLOCK-5e5234f35b341ffe,repeat_stability,,,,,5,0,A3,50,0.0,1.4134308444357734e-05,0.0,318.0905405391786,27.629748863298186,0.0,5.115612347505974e-07
condition_block,P1,BLOCK-2b44e2d29ba4b598,repeat_stability,,,,,5,1,A1,50,0.0,3.7271872160785304e-06,0.25,318.0905405391786,27.629748863298186,0.0,1.348976146876788e-07
condition_block,P1,BLOCK-ab456e66cd53f4f8,repeat_stability,,,,,5,1,A2,50,0.0,1.7712409484456226e-05,0.0,318.0905405391786,27.629748863298186,0.0,6.410629923598184e-07
condition_block,P1,BLOCK-a928adeb5498f022,repeat_stability,,,,,5,1,A3,50,0.0,1.4754892136963676e-05,0.0,318.0905405391786,27.629748863298186,0.0,5.340219417109234e-07
condition_block,P1,BLOCK-e2b74d00e96cb297,repeat_stability,,,,,5,2,A1,50,0.0,6.025654232489243e-06,0.5,318.0905405391786,27.629748863298186,0.0,2.1808574020350162e-07
condition_block,P1,BLOCK-72d5f2dea6e0b2a8,repeat_stability,,,,,5,2,A2,50,0.0,1.2089797873444653e-05,0.25,318.0905405391786,27.629748863298186,0.0,4.3756452269112245e-07
condition_block,P1,BLOCK-6f6552f23ee25a73,repeat_stability,,,,,5,2,A3,50,0.0,3.928539478737623e-06,0.0,318.0905405391786,27.629748863298186,0.0,1.4218513161934946e-07
condition_block,P1,BLOCK-5312891fb21a4aac,repeat_stability,,,,,6,0,A1,50,0.0,1.2355889388019313e-05,0.0,318.0905405391786,27.629748863298186,0.0,4.47195139165097e-07
condition_block,P1,BLOCK-ebae4fbb0bd2da3f,repeat_stability,,,,,6,0,A2,50,0.0,6.983149124901423e-06,0.5,318.0905405391786,27.629748863298186,0.0,2.5274023153273927e-07
condition_block,P1,BLOCK-44b4c2da3ce5edb9,repeat_stability,,,,,6,0,A3,50,0.0,7.092492006526121e-06,0.25,318.0905405391786,27.629748863298186,0.0,2.5669766459395476e-07
condition_block,P1,BLOCK-3aa7e357b8e2466f,repeat_stability,,,,,6,1,A1,50,21.418599999999994,0.36396227473433057,0.25,318.0905405391786,27.629748863298186,0.06733491654198345,0.013172840496491001
condition_block,P1,BLOCK-c5048698f86042c4,repeat_stability,,,,,6,1,A2,50,0.0,1.890850618294966e-06,0.0,318.0905405391786,27.629748863298186,0.0,6.843531686263954e-08
condition_block,P1,BLOCK-287375a81cb3c67c,repeat_stability,,,,,6,1,A3,50,0.036900000000000016,2.633653055577758e-06,0.25,318.0905405391786,27.629748863298186,0.00011600470714235248,9.531947136429298e-08
