run_id,method,budget,strategy,source_seed,support_seed,outer_fold,status,query_label_access_sequence,premature_query_label_access,query_metric_computation_count,prediction_sha256
run_8c188f2d02f4370f2eca,FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,25f55844988d2b8158c960482661993e13fded44822c08ea536011df3c5aea56
run_fa901b87cd3496c5366a,FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,25f55844988d2b8158c960482661993e13fded44822c08ea536011df3c5aea56
run_c7e72259a60b0f8f4d25,FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,181081,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,25f55844988d2b8158c960482661993e13fded44822c08ea536011df3c5aea56
run_8b5daaa9fad03ae82740,FS0_FROZEN_SOURCE_HEAD,0,FS0_FROZEN_SOURCE_HEAD,43,205439,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,25f55844988d2b8158c960482661993e13fded44822c08ea536011df3c5aea56
run_2f5002b7f17c51cf62fd,TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,926aabef64a0b14d8faeb3d6dcc2b42b72a74885703bffa882ca0883cf993e33
run_4f2408375807984b0eb7,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,1,RANDOM_BLOCK,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,f94c3a6adc64c663ca96db0cc47e95e4ee6b16a3b8519b15905fbbd5d0088f3e
run_6ad6cac9cb7ab264ad13,TARGET_ONLY_COSINE_PROTOTYPE,3,RANDOM_BLOCK,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,e1d88ca5515bf2d783e74432fee95e2644f5d3c4f213b85ee7d340995a910e88
run_43cc35177ee629832e05,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,RANDOM_BLOCK,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,4c253c88f4c3c6d675069acdf8e7e0119ff88905b0f7d7afee2a145d3e0374fc
run_0b10ef3be3952206bb41,TARGET_ONLY_COSINE_PROTOTYPE,3,ER_BALANCED,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,ef3e701d83e891fb52a0ecd96d498aa48a267cdca00ea9e04989c57cf1d37c22
run_3d5d4a11247807177234,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,ER_BALANCED,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,49a653558f376fdfdea5b85c30542b7ffac03493c2654fa38f7b32429cdff492
run_00024a65f6cff5927b34,TARGET_ONLY_COSINE_PROTOTYPE,3,SURFACE_BALANCED,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,828fb3e972d33f6c60840b9505e769c086a8c6798a99161b06e516b0af3cada3
run_5c018cec56d6a90e5fe2,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,SURFACE_BALANCED,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,de8247546db24db179298356abb574597abfd34ac9946981c0002f5c885cd51e
run_7fa1d3d8e201961d3460,TARGET_ONLY_COSINE_PROTOTYPE,3,JOINT_FACTOR_COVERAGE,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,ef3e701d83e891fb52a0ecd96d498aa48a267cdca00ea9e04989c57cf1d37c22
run_1ef0b3cca87f93b98113,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,49a653558f376fdfdea5b85c30542b7ffac03493c2654fa38f7b32429cdff492
run_b22901ac5061f9f181d4,TARGET_ONLY_COSINE_PROTOTYPE,5,RANDOM_BLOCK,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,9201084860c8ab4147489efdd2c5a096b7a2cc6ead52043ee2d3382157ed086c
run_71d5981f588796c3f85f,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,RANDOM_BLOCK,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,a0f4851bcaa60837f6423aaf9865c3215d847a2cdbaf78e86b2c19fa1fa7e47e
run_34146127d3d16ee20acf,TARGET_ONLY_COSINE_PROTOTYPE,5,JOINT_FACTOR_COVERAGE,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,2a348f99673c6f9b004205210600a149775ad80b8fc4de8ef0004b54c1b31e8a
run_46d48d718da25aeb4054,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,JOINT_FACTOR_COVERAGE,43,104729,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,29e1e72ad78d3486e4829c2ee2715a8f06a3779034372b5c30c1940301006a54
run_23c17612f3c8acb88494,TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,86a38db9191c632eba20b98cf078a1d03a54285aa8cf5e9124d78ed76dd3d2a7
run_a6f9dd3e5ee7ee12b1f9,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,1,RANDOM_BLOCK,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,adad690a9f7e19c075dfae9c90e25036fa97c54c5dde2bb6276fd7d235699ba8
run_1a102ed041971fa72e71,TARGET_ONLY_COSINE_PROTOTYPE,3,RANDOM_BLOCK,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,08be0085e4e22dd92a0792529abf7048bf6cb32081ce9cc462f46b9a031d58a9
run_bbeb25f919c789a2062e,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,RANDOM_BLOCK,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,cbeac081fc54f0318bc9c91a738a705ec3977107bd44488707deffc16284938d
run_d400877ab58ef76d1485,TARGET_ONLY_COSINE_PROTOTYPE,3,ER_BALANCED,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,d8c2051cdb0d6ffb32d5e395bdbeeb711f9cfdc5ec258bef8a2cc1389cacf693
run_e395c9e797616b9bfd34,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,ER_BALANCED,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,3734cb78ff3112f031732ab73a31d14a8d6e86bb1131c694e246424edf85d088
run_d5da2ef70c74297531e4,TARGET_ONLY_COSINE_PROTOTYPE,3,SURFACE_BALANCED,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,5df1170d4134d64f4914d5ebb67c838eaf3139a7b9c1569b1c1762abd989f03f
run_d012bbb71796c71c1218,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,SURFACE_BALANCED,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,353602fb6c23d3b0a295993713de2e67667ca0ac3351a044db377adda6f0273f
run_137c086827d95e162ef3,TARGET_ONLY_COSINE_PROTOTYPE,3,JOINT_FACTOR_COVERAGE,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,ae137642af6e1e85249c114d92736889d35c71be13a503dd5099e511f5221633
run_10cce8a1c347ba2551fa,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,fd8b877e6ba16aa07caee3549ee90e13274fabde80ca6c394e29065a912bccb3
run_e80e65134bdc27bf64d6,TARGET_ONLY_COSINE_PROTOTYPE,5,RANDOM_BLOCK,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,df2550bc38498d66b6c4197e6e2e702fec6d4632574e222214c8acf1c279a56d
run_b3aaa49a34767a9228db,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,RANDOM_BLOCK,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,c6ff960edd7673be930965a3e1eaf797905a5224fd85160248ccdef513a44369
run_aea218ab8c236cf7a0cf,TARGET_ONLY_COSINE_PROTOTYPE,5,JOINT_FACTOR_COVERAGE,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,316e20fb42a583bc8ea7e975091437156e114648fdf636505b1c864c25bdd4aa
run_1935a073e4fa1b6b8122,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,JOINT_FACTOR_COVERAGE,43,130363,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,aa1e7a05c6ba4fa635b666eabb9fb2b1062a273e70d6ee3325966aeb77bb3304
run_a18547a150d85619526e,TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,926aabef64a0b14d8faeb3d6dcc2b42b72a74885703bffa882ca0883cf993e33
run_64619523274ffcb4d7be,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,1,RANDOM_BLOCK,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,f94c3a6adc64c663ca96db0cc47e95e4ee6b16a3b8519b15905fbbd5d0088f3e
run_b98ffd01da4181bf63cc,TARGET_ONLY_COSINE_PROTOTYPE,3,RANDOM_BLOCK,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,e852a9bf4bf401e5d553d725959894491b43e522a63729a61ffa6c76dda1c7fc
run_d7e92889386fc05c9191,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,RANDOM_BLOCK,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,c60c57320635bb7fe22ec9b29fff5a2485860162eacca2a7abfca054fee08af1
run_eb938a2a971d9a9b2b40,TARGET_ONLY_COSINE_PROTOTYPE,3,ER_BALANCED,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,31bd58aa7cf6835cc1974a50deb47333970292d9ee6556a60b286fb2c1dd8e76
run_64cb4c349c661b2aff97,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,ER_BALANCED,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,a8f92b7da9fee0dd39e5f2aeed94353ac9a57ba110473d662faa8ac0e773f115
run_17b479d7e8294b372f13,TARGET_ONLY_COSINE_PROTOTYPE,3,SURFACE_BALANCED,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,5df1170d4134d64f4914d5ebb67c838eaf3139a7b9c1569b1c1762abd989f03f
run_841af9a7d2cf191a6abf,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,SURFACE_BALANCED,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,71aed80adc751df1ebd8be508947559db1e4855d9547e8ad8ad57f338e92c344
run_0f08cf712c17e7356e45,TARGET_ONLY_COSINE_PROTOTYPE,3,JOINT_FACTOR_COVERAGE,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,f26eb12c926e7c55a90e84ca8c4855711d010d3b1938b573506ff86a09aff9e6
run_059fe3e21541974b4b3e,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,5403f3940ad3d82437687cfabf2f6141c45d7749b32e9a8e4237718e70f67744
run_405bce3a2ca67df57142,TARGET_ONLY_COSINE_PROTOTYPE,5,RANDOM_BLOCK,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,9a61fe1c661ad01836e6c43c372db704d4387bab407409fefb77b329c2b5e368
run_3e8e5f4f4f9e1c71b7a6,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,RANDOM_BLOCK,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,9a28c699097eaebceb76e4e6492a96e6570b7d5b6a2cf032387888312a270041
run_eff3c84fcd55f8bb52ed,TARGET_ONLY_COSINE_PROTOTYPE,5,JOINT_FACTOR_COVERAGE,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,a22d4e57f240a2c476c9533bcd1530aa7766cd8c1b2e4216ccba35db5947baaf
run_8f86ba5e54dfc79c793b,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,5,JOINT_FACTOR_COVERAGE,43,155921,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,2af2637e7a4c0637452662c679044bdc6182403da5b0644ba93b41288293563a
run_dbf930f691e9ca33e5ab,TARGET_ONLY_COSINE_PROTOTYPE,1,RANDOM_BLOCK,43,181081,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,fe098aa275fdd69803f2207d326c8139e0505e1c579e360ff0cf701571ab3b18
run_fcda1448389642b7323c,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,1,RANDOM_BLOCK,43,181081,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,1278c9ab055a1065fa4af76960a105a3fe5016e2ca91118c76b5ebb1fa2db0a8
run_931ffdfb4e631da8d66c,TARGET_ONLY_COSINE_PROTOTYPE,3,RANDOM_BLOCK,43,181081,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,fce179e087a0f633aef48705684d539713089d6b4635fbd243b3c39246eee191
run_a1500d4aaf75d367b550,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,RANDOM_BLOCK,43,181081,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,67a7a7449b8fb7d57d4301f519fb1385bf4a10d14ef5f4788b2add699d94caa9
run_81f5fdbdd8f3e11a0823,TARGET_ONLY_COSINE_PROTOTYPE,3,ER_BALANCED,43,181081,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,4415b9b16778198bdac8b5760ea6cde8f75167cd4fd7fc275af3842e311b3424
run_5b0d6e90671a9ba13b01,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,ER_BALANCED,43,181081,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,d722fda7b1f2d590ef0eea145cf113ffe8c57ca5b411ff28d64c5e201ca176f8
run_2fc486dfafd5f79ea84e,TARGET_ONLY_COSINE_PROTOTYPE,3,SURFACE_BALANCED,43,181081,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,974f0e6589d3619118564e4cc8d8ed5021a00eaa10d6442f2a8154d9f1e3875e
run_7522c06de8173a6086c9,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,SURFACE_BALANCED,43,181081,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,f4c3c0481dccd77320dd7fe0ce554aebfea35a4b3ec8dd885d2d3e1246b3b8fd
run_5ceecb29db57ea824ac9,TARGET_ONLY_COSINE_PROTOTYPE,3,JOINT_FACTOR_COVERAGE,43,181081,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,4415b9b16778198bdac8b5760ea6cde8f75167cd4fd7fc275af3842e311b3424
run_fa248dd667a1d73055c3,FROZEN_ENCODER_LINEAR_HEAD_ADAPTATION,3,JOINT_FACTOR_COVERAGE,43,181081,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,d722fda7b1f2d590ef0eea145cf113ffe8c57ca5b411ff28d64c5e201ca176f8
run_e84781e3f0f42327575b,TARGET_ONLY_COSINE_PROTOTYPE,5,RANDOM_BLOCK,43,181081,0,COMPLETE_PREDICTIONS_HASHED_LABELS_OPENED_METRICS_ONCE,QUERY_LABELS_SEALED>QUERY_PREDICTIONS_FROZEN>QUERY_LABELS_OPENED_AFTER_PREDICTION_FREEZE>QUERY_METRICS_COMPUTED_ONCE,False,1,307715ab04c6550f001e4f1e76544d749a4b06fcdd5c5b6fb0fb87de861a9ccd
