f1,method,precision,recall,seed,tagid_label,paired_incorrect_to_correct_blocks,paired_correct_to_incorrect_blocks
0.1,erm,0.09090909090909091,0.1111111111111111,42,0,0,0
0.2,erm,1.0,0.1111111111111111,42,1,0,1
0.0,erm,0.0,0.0,42,2,0,0
0.2631578947368421,erm,0.1724137931034483,0.5555555555555556,42,3,2,0
0.3,erm,0.2727272727272727,0.3333333333333333,42,4,1,3
0.0,erm,0.0,0.0,42,5,0,0
0.14285714285714285,erm,0.2,0.1111111111111111,42,6,1,0
0.08695652173913043,erm,0.07142857142857142,0.1111111111111111,43,0,0,1
0.15384615384615385,erm,0.25,0.1111111111111111,43,1,0,1
0.0,erm,0.0,0.0,43,2,0,0
0.1935483870967742,erm,0.13636363636363635,0.3333333333333333,43,3,3,0
0.10526315789473684,erm,0.1,0.1111111111111111,43,4,1,0
0.0,erm,0.0,0.0,43,5,0,0
0.125,erm,0.14285714285714285,0.1111111111111111,43,6,0,0
0.0,erm,0.0,0.0,44,0,0,0
0.2222222222222222,erm,0.2222222222222222,0.2222222222222222,44,1,0,2
0.0,erm,0.0,0.0,44,2,0,0
0.15384615384615385,erm,0.1,0.3333333333333333,44,3,5,1
0.21052631578947367,erm,0.2,0.2222222222222222,44,4,0,2
0.0,erm,0.0,0.0,44,5,0,0
0.0,erm,0.0,0.0,44,6,2,0
0.19047619047619047,erm,0.16666666666666666,0.2222222222222222,45,0,1,0
0.14285714285714285,erm,0.2,0.1111111111111111,45,1,0,0
0.0,erm,0.0,0.0,45,2,0,0
0.10256410256410256,erm,0.06666666666666667,0.2222222222222222,45,3,1,0
0.2,erm,1.0,0.1111111111111111,45,4,0,0
0.10526315789473684,erm,0.1,0.1111111111111111,45,5,0,1
0.2857142857142857,erm,0.4,0.2222222222222222,45,6,0,0
0.09090909090909091,erm,0.07692307692307693,0.1111111111111111,46,0,0,1
0.0,erm,0.0,0.0,46,1,0,0
0.2,erm,1.0,0.1111111111111111,46,2,0,0
0.16216216216216217,erm,0.10714285714285714,0.3333333333333333,46,3,6,0
0.2,erm,1.0,0.1111111111111111,46,4,0,1
0.11764705882352941,erm,0.125,0.1111111111111111,46,5,0,1
0.1,erm,0.09090909090909091,0.1111111111111111,46,6,0,0
0.14285714285714285,irm,0.2,0.1111111111111111,42,0,0,0
0.0,irm,0.0,0.0,42,1,0,1
0.0,irm,0.0,0.0,42,2,0,0
0.25925925925925924,irm,0.15555555555555556,0.7777777777777778,42,3,2,0
0.16666666666666666,irm,0.3333333333333333,0.1111111111111111,42,4,1,3
0.0,irm,0.0,0.0,42,5,0,0
0.2222222222222222,irm,0.2222222222222222,0.2222222222222222,42,6,1,0
0.0,irm,0.0,0.0,43,0,0,1
0.0,irm,0.0,0.0,43,1,0,1
0.0,irm,0.0,0.0,43,2,0,0
0.2608695652173913,irm,0.16216216216216217,0.6666666666666666,43,3,3,0
0.18181818181818182,irm,0.15384615384615385,0.2222222222222222,43,4,1,0
0.0,irm,0.0,0.0,43,5,0,0
0.18181818181818182,irm,0.5,0.1111111111111111,43,6,0,0
0.0,irm,0.0,0.0,44,0,0,0
0.0,irm,0.0,0.0,44,1,0,2
0.0,irm,0.0,0.0,44,2,0,0
0.25925925925925924,irm,0.15555555555555556,0.7777777777777778,44,3,5,1
0.0,irm,0.0,0.0,44,4,0,2
0.0,irm,0.0,0.0,44,5,0,0
0.19047619047619047,irm,0.16666666666666666,0.2222222222222222,44,6,2,0
0.24,irm,0.1875,0.3333333333333333,45,0,1,0
0.15384615384615385,irm,0.25,0.1111111111111111,45,1,0,0
0.0,irm,0.0,0.0,45,2,0,0
0.15789473684210525,irm,0.10344827586206896,0.3333333333333333,45,3,1,0
0.18181818181818182,irm,0.5,0.1111111111111111,45,4,0,0
0.0,irm,0.0,0.0,45,5,0,1
0.23529411764705882,irm,0.25,0.2222222222222222,45,6,0,0
0.0,irm,0.0,0.0,46,0,0,1
0.0,irm,0.0,0.0,46,1,0,0
0.15384615384615385,irm,0.25,0.1111111111111111,46,2,0,0
0.2903225806451613,irm,0.16981132075471697,1.0,46,3,6,0
0.0,irm,0.0,0.0,46,4,0,1
0.0,irm,0.0,0.0,46,5,0,1
0.2,irm,1.0,0.1111111111111111,46,6,0,0
