relative_path,size_bytes,sha256
workflows/12_p4_large_calibration_curve/run.py,2325,ab040b33a578cb5a1e3a7ba73da031d7bef3e4a5fb579e53ad3bd04b6af54588
workflows/12_p4_large_calibration_curve/plot_results.py,6847,55ea94274a6b3d401b0d03791b3b1092a8febc1a5084e24b95e4997538b5943f
workflows/12_p4_large_calibration_curve/p4_large_calibration/__init__.py,360,2e7d4af57ddf35dfc53dc1282b01f8290d4d26df8f5e94c0cc83be35f73ca91e
workflows/12_p4_large_calibration_curve/p4_large_calibration/constants.py,2217,f98a2b405333ef82a2759233fd204650cd87c8ace1a8d760c8a4e22544dc53fe
workflows/12_p4_large_calibration_curve/p4_large_calibration/sampling.py,8578,f5443c28e4eceb6e0426307f65247e581fb1cf033646caf521528899b7269846
workflows/12_p4_large_calibration_curve/p4_large_calibration/statistics.py,7595,3138dccf07607ca4e81cfff0fa585fe7c5fb9d395ed03361edbc98cead905879
workflows/12_p4_large_calibration_curve/p4_large_calibration/study.py,74261,d8296bcf92814e59333a5c20bc6574342ee3e750fbe53913b31294d768e15e8a
workflows/11_p4_factor_aware_few_shot/p4_factor_aware/artifacts.py,1669,8b306f2b7e00cb77f16c499ba9ffd2e13c4719d08a6d71f3d6e8193ebc6ad972
workflows/11_p4_factor_aware_few_shot/p4_factor_aware/constants.py,5013,6db8061cba56000a4d9bc2be1c16f147f2e1c49b956af402903a7fee6cf2790a
workflows/11_p4_factor_aware_few_shot/p4_factor_aware/data.py,11186,2d515cb8a9a30d9e2fa374995315cbf62088c9a70fdc066c97c3b02eb638fcce
workflows/11_p4_factor_aware_few_shot/p4_factor_aware/historical.py,10539,10e68c74e7baf2867e64b5566d350b3ed0ae8f46b6be0818c8cbb2a407b44edc
workflows/11_p4_factor_aware_few_shot/p4_factor_aware/metrics.py,4514,ecedb77b08573ed40debc31d4752ca3da84b6098c11bbce9f89f3cb42f722c1f
workflows/11_p4_factor_aware_few_shot/p4_factor_aware/models.py,12989,8f2253b5609a0ee60382909dcf5a3e81bf1e3081632b0dffd4af1832a5349374
workflows/11_p4_factor_aware_few_shot/p4_factor_aware/protocol.py,5489,d7a413cfb6c2781a8a5f4d3f93887c8acb5d96164b3a1603a9a6940544272f45
tests/test_p4_large_calibration_curve.py,9066,73fff7b4ad8cee09e02c7082dc6890a8031ba4d05f2b7af47a0b6b04628178bb
configs/p4_large_calibration_curve/preregistration.json,9127,30e65854c09773f3ff64054cf04fabc215a9e9fa27919ffc9de448d1f48bb99d
