run_id,position,fold,seed,selected_epoch,initial_held_accuracy,initial_held_macro_f1,training_accuracy,training_macro_f1,validation_accuracy,validation_macro_f1,held_row_accuracy,held_row_macro_f1,held_block_accuracy,held_block_macro_f1,train_to_held_accuracy_gap,uniform_seven_class_chance,empirical_row_majority_baseline,condition_block_majority_baseline,dominant_predicted_class_fraction,mean_prediction_entropy
P1_F1_S42,P1,1,42,3,0.14285714285714285,0.03571428571428571,0.42523809523809525,0.39249620454885453,0.21428571428571427,0.16883116883116883,0.14285714285714285,0.06923866803579287,0.14285714285714285,0.06932773109243698,0.2823809523809524,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.6666666666666666,1.9129934404518458
P1_F1_S43,P1,1,43,6,0.14285714285714285,0.03571428571428571,0.7033333333333334,0.66688461861781,0.28,0.13999885668553133,0.2438095238095238,0.16707508719596878,0.23809523809523808,0.15714285714285717,0.45952380952380956,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.34,1.822063926281754
P1_F1_S44,P1,1,44,9,0.14285714285714285,0.03571428571428571,0.8947619047619048,0.887761836627533,0.35714285714285715,0.31904761904761897,0.26857142857142857,0.20143798270724148,0.23809523809523808,0.15833333333333335,0.6261904761904762,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.6104761904761905,1.6742269026460754
P1_F1_S45,P1,1,45,3,0.14285714285714285,0.03571428571428571,0.19047619047619047,0.10869565217391305,0.28,0.15518545749022364,0.19047619047619047,0.11035422343324251,0.19047619047619047,0.11038961038961038,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.9057142857142857,1.90479093418761
P1_F1_S46,P1,1,46,22,0.09523809523809523,0.027210884353741496,0.9976190476190476,0.9976189616364454,0.20857142857142857,0.1970845481049563,0.3419047619047619,0.2711146101635565,0.3333333333333333,0.25736961451247165,0.6557142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.3111230175433342
P1_F2_S42,P1,2,42,8,0.14285714285714285,0.03571428571428571,0.7004761904761905,0.6869733321539152,0.21428571428571427,0.16414756298829028,0.2857142857142857,0.17640112376954484,0.2857142857142857,0.17588126159554732,0.4147619047619048,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5266666666666666,1.6601351997989406
P1_F2_S43,P1,2,43,11,0.14285714285714285,0.03571428571428571,0.8566666666666667,0.8562663001450106,0.21428571428571427,0.1760322733744661,0.23809523809523808,0.14503081297051637,0.23809523809523808,0.14557823129251699,0.6185714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5647619047619048,1.61175961124948
P1_F2_S44,P1,2,44,6,0.14285714285714285,0.03571428571428571,0.6228571428571429,0.5506775458325456,0.2857142857142857,0.1692499343202599,0.2742857142857143,0.23769943664384202,0.2857142857142857,0.24829931972789113,0.3485714285714286,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.43333333333333335,1.8192505014550104
P1_F2_S45,P1,2,45,7,0.14285714285714285,0.03571428571428571,0.7309523809523809,0.6977032862783437,0.14285714285714285,0.15238095238095237,0.28285714285714286,0.2238641666235423,0.2857142857142857,0.22448979591836735,0.44809523809523805,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.28476190476190477,1.8045570359772767
P1_F2_S46,P1,2,46,16,0.09904761904761905,0.026915113871635612,0.9971428571428571,0.9971428333330908,0.35714285714285715,0.28928904895291446,0.37523809523809526,0.3697108965031682,0.3333333333333333,0.3054421768707483,0.6219047619047618,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.47523809523809524,1.5993719114629918
P1_F3_S42,P1,3,42,5,0.14285714285714285,0.03571428571428571,0.6442857142857142,0.6420600881041515,0.3457142857142857,0.30296139720616805,0.19047619047619047,0.09896713095007338,0.19047619047619047,0.1020408163265306,0.4538095238095238,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.559047619047619,1.8234154648274035
P1_F3_S43,P1,3,43,6,0.14285714285714285,0.03571428571428571,0.7495238095238095,0.7024679700715587,0.34,0.29130254373190895,0.3923809523809524,0.35325482885730236,0.42857142857142855,0.376530612244898,0.3571428571428571,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.3333333333333333,1.8136903839658955
P1_F3_S44,P1,3,44,3,0.14285714285714285,0.03571428571428571,0.42523809523809525,0.3024548280600384,0.2857142857142857,0.1864418546528311,0.14285714285714285,0.07256235827664399,0.14285714285714285,0.07256235827664399,0.2823809523809524,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.9221851683568483
P1_F3_S45,P1,3,45,9,0.14285714285714285,0.03571428571428571,0.8747619047619047,0.8772095771400459,0.4942857142857143,0.5264864387313366,0.37714285714285717,0.28690296567726226,0.38095238095238093,0.28968253968253965,0.49761904761904757,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.4219047619047619,1.6703164914566804
P1_F3_S46,P1,3,46,9,0.047619047619047616,0.015664160401002505,0.589047619047619,0.5788666813291046,0.2914285714285714,0.2893516476803998,0.2857142857142857,0.21336455232809173,0.2857142857142857,0.21428571428571427,0.30333333333333334,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.6161904761904762,1.638379943873638
P2_F1_S42,P2,1,42,10,0.14285714285714285,0.03571428571428571,0.8314285714285714,0.8216005250701309,0.07142857142857142,0.09523809523809523,0.05333333333333334,0.026914516531911688,0.047619047619047616,0.017857142857142856,0.7780952380952381,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.6161904761904762,1.6879264051864995
P2_F1_S43,P2,1,43,17,0.14285714285714285,0.03571428571428571,0.9957142857142857,0.9957116823203522,0.42428571428571427,0.33095763452283894,0.05047619047619047,0.03854314002828855,0.047619047619047616,0.03571428571428571,0.9452380952380952,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.23809523809523808,1.586690090904251
P2_F1_S44,P2,1,44,7,0.14285714285714285,0.03571428571428571,0.6428571428571429,0.5831338712070294,0.14285714285714285,0.09340659340659341,0.23809523809523808,0.2,0.23809523809523808,0.2,0.4047619047619048,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,1.8207213031145582
P2_F1_S45,P2,1,45,15,0.14285714285714285,0.03571428571428571,0.9976190476190476,0.9976198068402026,0.21428571428571427,0.17857142857142858,0.09523809523809523,0.08888888888888889,0.09523809523809523,0.08888888888888889,0.9023809523809524,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,1.5517477305627085
P2_F1_S46,P2,1,46,7,0.09523809523809523,0.03017046311660884,0.3323809523809524,0.3313493260760758,0.2857142857142857,0.17970878895970996,0.14285714285714285,0.03896103896103896,0.14285714285714285,0.03896103896103896,0.18952380952380954,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.9047619047619048,1.849926661768604
P2_F2_S42,P2,2,42,2,0.14285714285714285,0.03571428571428571,0.2604761904761905,0.18335325767688757,0.14285714285714285,0.06425390860095681,0.14285714285714285,0.03899649031587157,0.14285714285714285,0.03896103896103896,0.11761904761904762,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.9038095238095238,1.9298160671093645
P2_F2_S43,P2,2,43,9,0.14285714285714285,0.03571428571428571,0.731904761904762,0.6842901492225894,0.21285714285714286,0.17963994609036313,0.23809523809523808,0.19520535372594838,0.23809523809523808,0.19523809523809524,0.49380952380952386,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.4257142857142857,1.762821997763544
P2_F2_S44,P2,2,44,1,0.14285714285714285,0.03571428571428571,0.14285714285714285,0.03571428571428571,0.14285714285714285,0.06349206349206349,0.14285714285714285,0.03571428571428571,0.14285714285714285,0.03571428571428571,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,1.8951361267157638
